"","date","admin1","admin2","admin3","origin","household","individual"
"1922",2017-07-31,"Bamako","Bamako","Commune V",NA,106,425
"1923",2017-07-31,"Bamako","Bamako","Commune IV",NA,101,419
"1924",2017-07-31,"Bamako","Bamako","Commune VI",NA,65,332
"1925",2017-07-31,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"1926",2017-07-31,"Kidal","Kidal","Anefif",NA,13,61
"1927",2017-07-31,"Gao","Menaka","Menaka",NA,1599,8044
"1928",2017-07-31,"Gao","Bourem","Bourem",NA,742,3501
"1929",2017-07-31,"Gao","Ansongo","Ansongo",NA,363,1045
"1930",2017-07-31,"Tombouctou","Goundam","Goundam Commune",NA,388,2197
"1931",2017-07-31,"Tombouctou","Gourma-Rharous","Rharous",NA,2902,17211
"1932",2017-07-31,"Tombouctou","Niafunke","Souboundou",NA,NA,NA
"1933",2017-07-31,"Gao","Gao","Gao",NA,877,4485
"1934",2017-07-31,"Mopti","Tenenkou","Tenenkou Commune",NA,218,1082
"1935",2017-07-31,"Tombouctou","Dire","Dire",NA,NA,NA
"1936",2017-07-31,"Tombouctou","Tombouctou","Tombouctou",NA,334,1624
"1937",2017-07-31,"Mopti","Douentza","Douentza Commune",NA,22,76
"1938",2017-07-31,"Mopti","Koro","Koro",NA,12,64
"1939",2017-07-31,"Ségou","Niono","Niono",NA,1357,8832
"1940",2017-07-31,"Ségou","Tominian","Tominian",NA,0,0
"1941",2017-07-31,"Ségou","Macina","Macina",NA,176,881
"1942",2017-07-31,"Mopti","Mopti","Mopti Commune",NA,311,836
"1943",2017-07-31,"Mopti","Bankass","Bankass",NA,0,0
"1944",2017-07-31,"Mopti","Youwarou","Youwarou",NA,7,46
"1945",2017-07-31,"Mopti","Djenne","Djenne Commune",NA,11,16
"1946",2017-07-31,"Mopti","Bandiagara","Bandiagara Commune",NA,15,35
"1947",2017-07-31,"Ségou","Segou","Segou Commune",NA,164,560
"1948",2017-07-31,"Ségou","San","San Commune",NA,62,232
"1949",2017-07-31,"Ségou","Bla","Bla",NA,0,0
"1950",2017-07-31,"Ségou","Baroueli","Baraoueli",NA,0,0
"1951",2017-07-31,"Sikasso","Sikasso","SIKASSO Commune",NA,3,3
"1952",2017-07-31,"Sikasso","Bougouni","Bougouni Commune",NA,0,0
"1953",2017-07-31,"Sikasso","Yanfolila","Baya",NA,0,0
"1954",2017-07-31,"Sikasso","Koutiala","Koutiala Commune",NA,9,24
"1955",2017-07-31,"Kayes","Kayes","Kayes Commune",NA,4,13
"1956",2017-07-31,"Koulikoro","Koulikoro","Koulikoro Commune",NA,11,37
"1957",2017-07-31,"Kayes","Nioro","Nioro Commune",NA,0,0
"1958",2017-07-31,"Kayes","Diema","Diema",NA,1,5
"1959",2017-07-31,"Sikasso","Yorosso","Yorosso",NA,0,0
"1960",2017-07-31,"Koulikoro","Dioila","Guegneka",NA,0,0
"1961",2017-07-31,"Koulikoro","Kati","Kati Commune",NA,185,931
"1962",2017-08-30,"Kayes","Kayes","Kayes Commune",NA,4,13
"1963",2017-08-30,"Kayes","Diema","Diema",NA,1,5
"1964",2017-08-30,"Kayes","Nioro","Nioro Commune",NA,0,0
"1965",2017-08-30,"Koulikoro","Koulikoro","Koulikoro Commune",NA,11,37
"1966",2017-08-30,"Koulikoro","Dioila","Guegneka",NA,0,0
"1967",2017-08-30,"Koulikoro","Kati","Kati Commune",NA,185,931
"1968",2017-08-30,"Sikasso","Yorosso","Yorosso",NA,0,0
"1969",2017-08-30,"Sikasso","Yanfolila","Baya",NA,0,0
"1970",2017-08-30,"Sikasso","Koutiala","Koutiala Commune",NA,9,24
"1971",2017-08-30,"Sikasso","Bougouni","Bougouni Commune",NA,0,0
"1972",2017-08-30,"Sikasso","Sikasso","SIKASSO Commune",NA,3,3
"1973",2017-08-30,"Ségou","Baroueli","Baraoueli",NA,0,0
"1974",2017-08-30,"Ségou","Segou","Segou Commune",NA,164,560
"1975",2017-08-30,"Ségou","Bla","Bla",NA,0,0
"1976",2017-08-30,"Ségou","San","San Commune",NA,62,232
"1977",2017-08-30,"Ségou","Niono","Niono",NA,1357,8832
"1978",2017-08-30,"Ségou","Tominian","Tominian",NA,0,0
"1979",2017-08-30,"Ségou","Macina","Macina",NA,176,881
"1980",2017-08-30,"Mopti","Mopti","Mopti Commune",NA,311,836
"1981",2017-08-30,"Mopti","Bandiagara","Bandiagara Commune",NA,15,35
"1982",2017-08-30,"Mopti","Bankass","Bankass",NA,0,0
"1983",2017-08-30,"Mopti","Youwarou","Youwarou",NA,7,46
"1984",2017-08-30,"Mopti","Djenne","Djenne Commune",NA,11,16
"1985",2017-08-30,"Mopti","Douentza","Douentza Commune",NA,22,76
"1986",2017-08-30,"Mopti","Koro","Koro",NA,12,64
"1987",2017-08-30,"Mopti","Tenenkou","Tenenkou Commune",NA,218,1082
"1988",2017-08-30,"Tombouctou","Tombouctou","Tombouctou",NA,334,1624
"1989",2017-08-30,"Tombouctou","Dire","Dire",NA,0,0
"1990",2017-08-30,"Tombouctou","Goundam","Goundam Commune",NA,388,2197
"1991",2017-08-30,"Tombouctou","Gourma-Rharous","Rharous",NA,2902,17211
"1992",2017-08-30,"Tombouctou","Niafunke","Souboundou",NA,0,0
"1993",2017-08-30,"Gao","Gao","Gao",NA,1180,5216
"1994",2017-08-30,"Gao","Ansongo","Ansongo",NA,185,812
"1995",2017-08-30,"Gao","Bourem","Bourem",NA,742,3501
"1996",2017-08-30,"Gao","Menaka","Menaka",NA,1599,8044
"1997",2017-08-30,"Kidal","Kidal","Anefif",NA,38,160
"1998",2017-08-30,"Kidal","Tin-Essako","Tin Essako",NA,0,0
"1999",2017-08-30,"Kidal","Abeibara","Abeibara",NA,11,57
"2000",2017-08-30,"Kidal","Tessalit","Tessalit",NA,31,156
"2001",2017-08-30,"Bamako","Bamako","Commune I",NA,151,913
"2002",2017-08-30,"Bamako","Bamako","Commune II",NA,66,334
"2003",2017-08-30,"Bamako","Bamako","Commune III",NA,142,806
"2004",2017-08-30,"Bamako","Bamako","Commune IV",NA,101,419
"2005",2017-08-30,"Bamako","Bamako","Commune V",NA,106,425
"2006",2017-08-30,"Bamako","Bamako","Commune VI",NA,65,332
"2007",2017-09-30,"Kayes","Kayes","Kayes Commune",NA,4,13
"2008",2017-09-30,"Kayes","Diema","Diema",NA,1,5
"2009",2017-09-30,"Kayes","Nioro","Nioro Commune",NA,0,0
"2010",2017-09-30,"Koulikoro","Koulikoro","Koulikoro Commune",NA,11,37
"2011",2017-09-30,"Koulikoro","Dioila","Guegneka",NA,0,0
"2012",2017-09-30,"Koulikoro","Kati","Kati Commune",NA,185,931
"2013",2017-09-30,"Sikasso","Yorosso","Yorosso",NA,0,0
"2014",2017-09-30,"Sikasso","Yanfolila","Baya",NA,0,0
"2015",2017-09-30,"Sikasso","Koutiala","Koutiala Commune",NA,9,24
"2016",2017-09-30,"Sikasso","Bougouni","Bougouni Commune",NA,0,0
"2017",2017-09-30,"Sikasso","Sikasso","SIKASSO Commune",NA,3,3
"2018",2017-09-30,"Ségou","Baroueli","Baraoueli",NA,0,0
"2019",2017-09-30,"Ségou","Segou","Segou Commune",NA,164,560
"2020",2017-09-30,"Ségou","Bla","Bla",NA,0,0
"2021",2017-09-30,"Ségou","San","San Commune",NA,62,232
"2022",2017-09-30,"Ségou","Niono","Niono",NA,1357,8832
"2023",2017-09-30,"Ségou","Tominian","Tominian",NA,0,0
"2024",2017-09-30,"Ségou","Macina","Macina",NA,176,881
"2025",2017-09-30,"Mopti","Mopti","Mopti Commune",NA,346,967
"2026",2017-09-30,"Mopti","Bandiagara","Bandiagara Commune",NA,15,35
"2027",2017-09-30,"Mopti","Bankass","Bankass",NA,0,0
"2028",2017-09-30,"Mopti","Youwarou","Youwarou",NA,7,46
"2029",2017-09-30,"Mopti","Djenne","Djenne Commune",NA,11,16
"2030",2017-09-30,"Mopti","Douentza","Douentza Commune",NA,22,76
"2031",2017-09-30,"Mopti","Koro","Koro",NA,12,64
"2032",2017-09-30,"Mopti","Tenenkou","Tenenkou Commune",NA,218,1082
"2033",2017-09-30,"Tombouctou","Tombouctou","Tombouctou",NA,334,1624
"2034",2017-09-30,"Tombouctou","Dire","Dire",NA,0,0
"2035",2017-09-30,"Tombouctou","Goundam","Goundam Commune",NA,388,2197
"2036",2017-09-30,"Tombouctou","Gourma-Rharous","Rharous",NA,2902,17211
"2037",2017-09-30,"Tombouctou","Niafunke","Souboundou",NA,0,0
"2038",2017-09-30,"Gao","Gao","Gao",NA,1180,5216
"2039",2017-09-30,"Gao","Ansongo","Ansongo",NA,185,812
"2040",2017-09-30,"Gao","Bourem","Bourem",NA,742,3501
"2041",2017-09-30,"Gao","Menaka","Menaka",NA,1968,10627
"2042",2017-09-30,"Kidal","Kidal","Anefif",NA,38,160
"2043",2017-09-30,"Kidal","Tin-Essako","Tin Essako",NA,0,0
"2044",2017-09-30,"Kidal","Abeibara","Abeibara",NA,11,57
"2045",2017-09-30,"Kidal","Tessalit","Tessalit",NA,31,156
"2046",2017-09-30,"Bamako","Bamako","Commune I",NA,151,913
"2047",2017-09-30,"Bamako","Bamako","Commune II",NA,66,334
"2048",2017-09-30,"Bamako","Bamako","Commune III",NA,142,806
"2049",2017-09-30,"Bamako","Bamako","Commune IV",NA,101,419
"2050",2017-09-30,"Bamako","Bamako","Commune V",NA,106,425
"2051",2017-09-30,"Bamako","Bamako","Commune VI",NA,65,332
"2052",2017-10-31,"Kayes","Kayes","Kayes Commune",NA,3,12
"2053",2017-10-31,"Kayes","Diema","Diema",NA,1,5
"2054",2017-10-31,"Kayes","Nioro","Nioro Commune",NA,0,0
"2055",2017-10-31,"Koulikoro","Koulikoro","Koulikoro Commune",NA,9,33
"2056",2017-10-31,"Koulikoro","Dioila","Guegneka",NA,0,0
"2057",2017-10-31,"Koulikoro","Kati","Kati Commune",NA,173,882
"2058",2017-10-31,"Sikasso","Yorosso","Yorosso",NA,0,0
"2059",2017-10-31,"Sikasso","Yanfolila","Baya",NA,0,0
"2060",2017-10-31,"Sikasso","Koutiala","Koutiala Commune",NA,8,21
"2061",2017-10-31,"Sikasso","Bougouni","Bougouni Commune",NA,0,0
"2062",2017-10-31,"Sikasso","Sikasso","SIKASSO Commune",NA,3,3
"2063",2017-10-31,"Ségou","Baroueli","Baraoueli",NA,0,0
"2064",2017-10-31,"Ségou","Segou","Segou Commune",NA,152,541
"2065",2017-10-31,"Ségou","Bla","Bla",NA,0,0
"2066",2017-10-31,"Ségou","San","San Commune",NA,51,211
"2067",2017-10-31,"Ségou","Niono","Niono",NA,1252,8328
"2068",2017-10-31,"Ségou","Tominian","Tominian",NA,0,0
"2069",2017-10-31,"Ségou","Macina","Macina",NA,131,549
"2070",2017-10-31,"Mopti","Mopti","Mopti Commune",NA,346,967
"2071",2017-10-31,"Mopti","Bandiagara","Bandiagara Commune",NA,14,32
"2072",2017-10-31,"Mopti","Bankass","Bankass",NA,0,0
"2073",2017-10-31,"Mopti","Youwarou","Youwarou",NA,6,43
"2074",2017-10-31,"Mopti","Djenne","Djenne Commune",NA,8,14
"2075",2017-10-31,"Mopti","Douentza","Douentza Commune",NA,19,68
"2076",2017-10-31,"Mopti","Koro","Koro",NA,11,63
"2077",2017-10-31,"Mopti","Tenenkou","Tenenkou Commune",NA,218,1082
"2078",2017-10-31,"Tombouctou","Tombouctou","Tombouctou",NA,213,1421
"2079",2017-10-31,"Tombouctou","Dire","Dire",NA,0,0
"2080",2017-10-31,"Tombouctou","Goundam","Goundam Commune",NA,388,2197
"2081",2017-10-31,"Tombouctou","Gourma-Rharous","Rharous",NA,566,1811
"2082",2017-10-31,"Tombouctou","Niafunke","Souboundou",NA,0,0
"2083",2017-10-31,"Gao","Gao","Gao",NA,917,4143
"2084",2017-10-31,"Gao","Ansongo","Ansongo",NA,185,812
"2085",2017-10-31,"Gao","Bourem","Bourem",NA,742,3501
"2086",2017-10-31,"Gao","Menaka","Menaka",NA,1968,10627
"2087",2017-10-31,"Kidal","Kidal","Anefif",NA,38,160
"2088",2017-10-31,"Kidal","Tin-Essako","Tin Essako",NA,0,0
"2089",2017-10-31,"Kidal","Abeibara","Abeibara",NA,11,57
"2090",2017-10-31,"Kidal","Tessalit","Tessalit",NA,31,156
"2091",2017-10-31,"Bamako","Bamako","Commune I",NA,122,801
"2092",2017-10-31,"Bamako","Bamako","Commune II",NA,55,282
"2093",2017-10-31,"Bamako","Bamako","Commune III",NA,127,795
"2094",2017-10-31,"Bamako","Bamako","Commune IV",NA,92,391
"2095",2017-10-31,"Bamako","Bamako","Commune V",NA,102,411
"2096",2017-10-31,"Bamako","Bamako","Commune VI",NA,63,324
